CODIGO;NOMBRE;CAT. 2018-2;CAT. 2019-1;DEPARTAMENTO;PROVINCIA;DISTRITO;NUEVA REFERENCIA;REFERENCIA;DIRECIÓN;TS;MS;BI
76;DIVINO MAESTRO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;CAMANA 989 LIMA;;;
77;SANTA CRUZ;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;;;;
78;DON BOSCO SALESIANO;4;T;AREQUIPA;;;AREQUIPA//;AREQUIPA;AREQUIPA;;;
79;DOMINGO NIETO;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;MAGDALENA;JR. AMAZONAS S/N MAGDALENA;;;
80;SALESIANO DON BOSCO;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;GARCIA CALDERON 350 CALLAO;;;
81;SALESIANO DON BOSCO;4;T;PIURA;PIURA;CASTILLA;PIURA/PIURA/CASTILLA;PIURA;JOSE OLAYA 299 - CASTILLA - PIURA;x;;
82;ENRIQUE LOPEZ ALBUJAR;4;T;PIURA;;;PIURA//;PIURA - SULLANA;SULLANA;;;
83;EL CARMELO;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;PUEBLO LIBRE;DANIEL ALCIDES ROBLES 380;x;;
84;ELIAS AGUIRRE;4;T;LAMBAYEQUE;LAMBAYEQUE;TUCUME;LAMBAYEQUE/LAMBAYEQUE/TUCUME;LAMBAYEQUE - CHICLAYO;CARRETERA PIMENTEL KM 10 - CHICLAYO;;;
85;ELIAS AGUIRRE;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA - CERCADO;CERCADO;;;
86;EMILIO SOYER CLAVER (SUB.OF.);4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;AV.ESCUELA MILITAR S/N CHORRILLOS;;;
87;ESPIRITU SANTO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA - CERCADO;AV. AREQUIPA 460 LIMA;;;
88;EL NAZARENO;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;PEDRO RUIZ 122 BREÑA;;;
89;EL CARMEN;4;T;LIMA;LIMA;CHACLACAYO;LIMA/LIMA/CHACLACAYO;CHACLACAYO;CHACLACAYO;;;
90;EXTERNADO SANTO TORIBIO;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;VIRU 495 RIMAC;;;
91;ERNESTO GARCIA CALDERON;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;LINCE;;;
92;FAUSTINO SANCHEZ CARRION;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;BREÑA;;;
93;FEDERICO VILLARREAL;4;T;PIURA;;;PIURA//;PIURA - TALARA;AV. B S/N TALARA;;;
94;FELIPE SANTIAGO SALAVERRY;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA - CERCADO;CERCADO;;;
95;FERMIN TANGUIS;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;JOAQUIN BERNAL 370 ZONA A;;;
96;FERMIN MALAGA PRADO;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARIA DEL TRIUNFO;LIMA;;;
97;FLORA TRISTAN;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;CRUZ DEL SUR 172 - SURCO;;;
98;FLORENCE NIGHTINGALE;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;LA VICTORIA;;;
99;FRANCO PERUANO;2;R;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;AV. MORRO SOLAR 550;x;x;x
100;RAZURI;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;;;;
101;FRAY LUIS DE GRANADA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;MIRAFLORES;;;
102;FRAY LUIS DE LEON;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JUAN OLAECHEA 1381 ELIO - LIMA;;;
103;FRANKLIN ROOSEVELT;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;JESUS MARIA;;;
104;FRANCISCO BOLOGNESI;4;T;AREQUIPA;;;AREQUIPA//;AREQUIPA;AREQUIPA;;;
105;CETPRO BENJAMIN GALECIO MATOS GAMOR;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;PUEBLO LIBRE;PLAZA BOLOGNESI 445;;;
106;UNIVERSIDAD INCA GARCILASO DE LA VEGA;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;GRL. CORDOVA 1601 LINCE;;;
107;DE JESUS;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE - SALAMANCA;;;;
108;GIMNASIO PERUANO;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;IGNACIO MERINO 1275  LINCE;;;
109;GABRIELA MISTRAL;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE / JESUS MARÍA;JESUS MARIA;;;
110;GERTRUDE HANKS;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;LIMA / LIMA / PUEBLO LIBRE;AV. PASO DE LOS ANDES 920;;;
111;GELICICH;4;T;JUNIN;HUANCAYO;EL TAMBO;JUNIN/HUANCAYO/EL TAMBO;JUNIN - HUANCAYO;AV.REAL 520;;;
112;HANS CHRISTIAN ANDERSEN;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;AV. CRISTOBAL DE PERALTA 500 VALLE HERMOSO;x;;
113;HOSANNA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;GRAU 425;;;
114;HERMANOS BLANCO;4;T;LA LIBERTAD;;;LA LIBERTAD//;LA LIBERTAD - TRUJILLO;ALMAGRO 565 TRUJILLO;;;
115;HOLLY TRINITY / DIVINA TRINIDAD;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;AV. EL DERBY 435 - MONTERRICO;x;;
116;HELAMAN;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;MAX GONZALES OLAECHEA -STA CATALINA;;;
117;HERMANA MARYFLORA;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLAO;;;
118;INDEPENDENCIA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;PASEO DE LA REPUBLICA 4900;;;
119;RICARDO PALMA;4;T;LIMA;LIMA;VILLA EL SALVADOR;LIMA/LIMA/VILLA EL SALVADOR;VILLA EL SALVADOR;VILLA EL SALVADOR;;;
120;LA INMACULADA CONCEPCION;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;BARLOVENTO 140 HIGUERETA;x;;
121;INMACULADA CONCEPCION;4;T;LA LIBERTAD;;;LA LIBERTAD//;LA LIBERTAD - TRUJILLO;TRUJILLO;;;
122;INMACULADO CORAZON;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;MIRAFLORES;;;
123;INMACULADO CORAZON DE MARIA;4;T;LIMA;LIMA;;LIMA/LIMA/;LIMA;;;;
124;INMACULADA DEL RIMAC;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;RIMAC;;;
125;SAN IGNACIO DE LOYOLA;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;MZ. A LOTE II;;;
126;SEVILLA;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;CALLE PATROCINIO S/N;;;
127;ISABEL FLORES DE OLIVA;4;T;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;DELLEPIANE 530 SAN ISIDRO;x;;
128;ISABEL LA CATOLICA;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;AV.AREQUIPA 1890 LINCE;;;
129;INTERNACIONAL DE AREQUIPA;4;T;AREQUIPA;AREQUIPA;YANAHUARA;AREQUIPA/AREQUIPA/YANAHUARA;AREQUIPA;CA. MZ. A LT. 1 URB. VALENCIA;;;
130;JAMES MONROE;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;SALAVERRY 2080 JESUS MARIA;;;
131;JESUS MARIA;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;LIMA;;;
132;JESUALDO;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;LAS LILAS S/N LINCE;;;
133;JOSE PARDO;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;LIMA;;;
134;JOSE QUIÑONES FAP;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;VIA DE EVITAMIENTO S/N VILLA FAP QUIÑONES;x;x;x
135;JORGE WASHINGTON;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;CALLAO - BELLAVISTA;BOLOGNESI 454 BELLAVISTA;;;
136;JORGE POLAR;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;PUEBLO LIBRE;AV. BOLIVAR 1705 PUEBLO LIBRE;;;
137;JUAN VELEZ DE CORDOVA;4;T;MOQUEGUA;;;MOQUEGUA//;MOQUEGUA;AV.MOQUEGUA S/N CUAJONE  TORATA;;;
138;JUAN XXIII;4;S;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;JR. CASTILLA 842;x;;
139;JUAN XXIII;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLAO;;;
140;MARCELINO CHAMPAGNAT;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;;;;
141;JOHN DEWEY;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;LINCE;;;
142;JORGE CHAVEZ;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;MIRAFLORES;;;
143;MARTIR JOSE OLAYA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. 28 DE JULIO 346;;;
144;JOSE SANTOS CHOCANO;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLAO;;;
145;JUANA DE ARCO;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;;;;
146;JULIO C. TELLO;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;;;;
147;JUNIOR CESAR DE LOS RIOS;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;OCTAVIO ESPINOZA S/N CALLAO;;;
148;JOHN F. KENNEDY;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE - VITARTE;;;;
149;LEON PINELO;1;P;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;LOS MANZANOS 610;x;x;x
150;LEONCIO PRADO;4;T;CALLAO;CALLAO;LA PERLA;CALLAO/CALLAO/LA PERLA;CALLAO - LA PERLA;AV.COSTANERA 1541 - LA PERLA;;;
151;LICEO NAVAL ALMIRANTE GUISE;4;T;LIMA;LIMA;SAN BORJA;LIMA/LIMA/SAN BORJA;SAN BORJA;CALLE MONTI S/N ALT CDRA.27-28 AV. AVIACION;x;x;x
152;"LICEO NAVAL C. DE C. ""MANUEL CLAVERO M.""";4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;CALLAO / CALLAO / VENTANILLA;AV. MERCURIO S/N URB. NAVAL;;;
153;SANTA ROSA DE LIMA;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;;;;
154;LA ASUNCION;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;LA LIBERTAD - TRUJILLO;AV. MANSICHE 710 URB. SANTA INES;;;
155;DE LA INMACULADA;3;R;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;HERMANO SANTOS GARCIA 108 VALLE HERMOSO;x;x;
156;LA INMACULADA;4;T;LIMA;;;LIMA//;PROVINCIAS;AV. LOS ANGELES 110;;;
157;INCA GARCILAZO DE LA VEGA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;;;;
158;LA REPARACION;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;BELLAVISTA 170 MIRAFLORES;;;
159;LA SALLE - LIMA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;AV. ARICA 601 - 691 BREÑA;x;;
160;LA SALLE - AREQUIPA;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;AV. LA SALLE 107 CERCADO;x;;
161;LA MEDALLA MILAGROSA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;MIRAFLORES;;;
162;LA MERCED;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;LA VICTORIA;;;
163;LA SAGRADA FAMILIA;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;PUEBLO LIBRE;PUEBLO LIBRE;;;
164;LA SAGRADA FAMILIA;4;T;HUANUCO;;;HUANUCO//;HUANUCO;HUANUCO;;;
165;LA SAGRADA FAMILIA;4;T;JUNIN;;;JUNIN//;JUNIN - TARMA;AV. CASTILLA 161 TARMA JUNIN;;;
166;LA VICTORIA;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;SAENZ PEÑA 141 LA VICTORIA;;;
167;LATINOAMERICANO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;PUNO 422 LIMA;;;
168;LA PROVIDENCIA;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;ZARATE;CAJAMARQUILLA 1519 S.J.LURIGANCHO;;;
169;MIGUEL GRAU;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;;;;
170;LORD COCHRANE;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLAO;;;
171;LOS LIBERTADORES;4;T;LA LIBERTAD;VIRU;GUADALUPITO;LA LIBERTAD/VIRU/GUADALUPITO;LA LIBERTAD - TRUJILLO;TRUJILLO;;;
172;SAN CARLOS;4;T;JUNIN;CHANCHAMAYO;;JUNIN/CHANCHAMAYO/;CHANCHAMAYO;;;;
173;LIMA SAN CARLOS;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JR. UNION 1143 LIMA;;;
174;LUZ CASANOVA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;AV.SAN LUIS 1130 - BREÑA;;;
175;MANUEL PRADO;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;;;;
176;MANUEL A. VENTURA;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;RIMAC;;;
177;JOSE CARLOS MARIATEGUI;4;T;LIMA;LIMA;;LIMA/LIMA/;LIMA - SAN GERMÁN;;;;
178;MANUEL RAMIREZ BARINAGA;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;AV.SAN JUAN 888 ZONA E;x;;
179;MARIA AUXILIADORA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;JR. OLMEDO 179 BREÑA;x;;
180;MARIA AUXILIADORA;4;T;LIMA;LIMA;BARRANCO;LIMA/LIMA/BARRANCO;BARRANCO;BARRANCO;;;
181;MARIA DE LAS MERCEDES;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV.DE LA MERCED 390 URB. EL ROSAL;x;;
182;MARIA REINA;3;S;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;PARDO Y ALIAGA 321;x;x;
183;MARIA DEL CARMEN;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;ARENALES S/N LINCE;;;
184;MARIA ALVARADO;4;S;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;AV. 28 DE JULIO 249 LIMA;x;x;
185;MARIA DE LOS ANGELES;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;PASEO COLON 434 LIMA;;;
186;MARKHAM;1;P;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. AUGUSTO ANGULO 291;x;x;x
187;MATER ADMIRABILIS;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;AV. ARICA 898 SAN MIGUEL;x;;
188;MATER ADMIRABILIS;4;T;PIURA;;;PIURA//;PIURA;;;;
189;MATER PURISSIMA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AVIACION 445 MIRAFLORES;x;;
190;CHAMPAGNAT MARISTAS;3;S;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;MIRAFLORES / SAN ISIDRO / SURCO;PASEO DE LA REPUBLICA 7930 LOS ROSALES;x;x;x
191;JOSE ANTONIO ENCINAS;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;SANTA BEATRIZ;;;;
192;MARISTAS;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;;;;
193;MARCELINO CHAMPAGNAT;4;T;LIMA;HUAROCHIRI;SANTA EULALIA;LIMA/HUAROCHIRI/SANTA EULALIA;SANTA EULALIA / LURIGANCHO;AV. MICAELA BASTIDAS 561;;;
194;BUENAS NUEVAS;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;;;;
195;MARISCAL SUCRE;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;ENRIQUE PALACIOS 346 MIRAFLORES;;;
196;MIDDENDORF;3;S;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;;;;
197;MARISCAL BENAVIDES;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;;;;
198;MARISCAL DOMINGO NIETO;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;MAGDALENA;AMAZONAS 359 MAGDALENA;;;
200;MERCEDES INDACOCHEA;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO - CHANCAY;HUACHO;;;
201;MODELO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA - CERCADO;;;;
202;MOCHE;4;T;LA LIBERTAD;;;LA LIBERTAD//;LA LIBERTAD;;;;
203;MONTE MARIA;3;S;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;LAS GARDENIAS 460 VALLE HERMOSO;;;
204;MONTERRICO;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;OSA MAYOR 229  MONTERRICO;;;
205;MONTESSORI;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE - SANTA BEATRIZ;TEODORO CARDENAS 142 LINCE;;;
206;MARIA DE LA PROVIDENCIA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;BREÑA;;;
207;MARIA INMACULADA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;MIRAFLORES;;;
208;MATER SANTISIMA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;;;;
209;MAX UHLE;4;T;AREQUIPA;AREQUIPA;SACHACA;AREQUIPA/AREQUIPA/SACHACA;AREQUIPA;AV. FERNANDINI S/N;x;x;x
210;MAYUPAMPA;4;T;JUNIN;YAULI;LA OROYA;JUNIN/YAULI/LA OROYA;JUNIN;RESIDENCIAL CHILE S/N;x;;
212;MI HOGAR Y MI ESCUELA;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;PUMACAHUA 2250 LINCE;;;
213;MIXTO MIRAFLORES;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;COMANDANTE ESPINAR 730 MIRAFLORES;;;
214;MUNDO MEJOR;4;T;ANCASH;SANTA;CHIMBOTE;ANCASH/SANTA/CHIMBOTE;ANCASH - CHIMBOTE;AV. ENRIQUE MEIGGS 2205 MIRAFLORES ALTA;x;;
215;NUESTRA SEÑORA DE FATIMA;4;T;LORETO;;;LORETO//;LORETO - IQUITOS;JR. PROSPERO 1254 IQUITOS LORETO;;;
216;NUESTRA SEÑORA DE FATIMA;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;;;;
217;NAZARETH;4;T;LIMA;;;LIMA//;LIMA;;;;
218;NESTOR S. MARTOS;4;T;PIURA;;;PIURA//;PIURA;;;;
219;NICOLAS DE PIEROLA;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;;;;
220;NUESTRA SEÑORA NOTRE DAME;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;;;;
221;NUESTRA SEÑORA DE COPACABANA;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;CAJAMARCA 247 RIMAC;x;;
222;NUESTRA SEÑORA DE LA CONSOLACION;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;LA COLONIA 263 RIMAC;x;;
223;NUESTRA SEÑORA DE LA MERCED;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JR. PEREZ DE TUDELA 2474 MIRONES BAJO;x;;
224;NUESTRA SEÑORA DE LA MERCED;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;ATE;AV. INGENIEROS 250 VULCANO;x;;
225;NUESTRA SEÑORA DE LA PAZ;4;T;LIMA;LIMA;MAGDALENA DEL MAR;LIMA/LIMA/MAGDALENA DEL MAR;MAGDALENA;JR. TACNA 250 MAGDALENA;;;
226;NUESTRA SEÑORA DE LOURDES;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;;;;
227;NUESTRA SEÑORA DE LOURDES;4;T;PIURA;;;PIURA//;PIURA;URB. CLARK S/N PIURA;;;
228;NUESTRA SEÑORA DEL CARMEN-CARMELITAS;3;S;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES - SAN ANTONIO;AV. BENAVIDES 1665 - SAN ANTONIO;x;x;
229;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;BARRANCA;PARAMONGA;LIMA/BARRANCA/PARAMONGA;PARAMONGA;AV. EL OLIVAR S/N PARAMONGA;;;
230;NUESTRA SEÑORA DEL CARMEN;4;T;LAMBAYEQUE;;;LAMBAYEQUE//;LAMBAYEQUE;;;;
231;NUESTRA SEÑORA DEL CARMEN;4;T;AREQUIPA;;;AREQUIPA//;AREQUIPA;;;;
232;NUESTRA SEÑORA DEL PILAR;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;AV. VIRGEN DEL PILAR 1711, CERCADO;x;x;x
233;NUESTRA SEÑORA DEL PILAR;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;AV. ESTEBAN CAMPODONICO 685 SANTA CATALINA;x;;
234;NUESTRA SEÑORA DE TARAPOTO;4;T;SAN MARTIN;SAN MARTIN;;SAN MARTIN/SAN MARTIN/;SAN MARTIN - TARAPOTO;;;;
235;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;;;;
236;NUESTRA SEÑORA DEL PRADO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JIRON JUNIN 1411 LIMA CERCADO;;;
237;NUESTRA SEÑORA DEL ROSARIO DE FATIMA;4;T;LIMA;LIMA;CHACLACAYO;LIMA/LIMA/CHACLACAYO;CHACLACAYO;;;;
238;NEWTON COLLEGE;1;P;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. RICARDO ELIAS APARICIO 240 LAS LAGUNAS;x;x;x
239;NUESTRA SEÑORA DE LA ASUNCION;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;32;;;
240;NUESTRA SEÑORA DE LA ASUNCION;4;T;LIMA;;;LIMA//;LIMA / PROVINCIAS;;;;
241;NUESTRA SEÑORA DE LA CANDELA;4;T;LIMA;;;LIMA//;LIMA;;;;
242;NUESTRA SEÑORA DE LOS DESAMPARADOS;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;;;;
243;NUESTRA SEÑORA DE MONTSERRAT/MONSERRATE;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;CERCADO/LIMA;JR. CALLAO N° 642;;;
244;NUESTRA SEÑORA DEL CARMELO;4;T;LIMA;;;LIMA//;LIMA;;;;
245;NUESTRA SEÑORA DEL PATROCINIO;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;LOS DESCALZOS 122 RIMAC;;;
246;NUESTRA SEÑORA DEL PERPETUO SOCORRO;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;PUEBLO LIBRE;;;;
247;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;;;LIMA//;LIMA / PROVINCIAS;;;;
