number;name;remote_id;source;image;;;;
493;NUEVE DE DICIEMBRE;4;T;ICA;;;;
494;ALBERT SCHWEITZER;4;T;LIMA;;;;
495;NUESTRA SEÑORA DE GUADALUPE;4;T;ANCASH;;;;
496;I.E. MANUEL PARDO;4;T;LAMBAYEQUE;;;;
497;SAN ROMAN;4;T;PUNO;;;;
498;INDOAMERICANO;4;T;CAJAMARCA;;;;
499;JESUS NAZARENO;4;T;LIMA;;;;
500;PADRE ABAD;4;T;HUANUCO;;;;
501;FRANCISCO BOLOGNESI;4;T;LIMA;;;;
502;LA MERCED;4;T;CUSCO;;;;
503;NUESTRA SEÑORA DE FATIMA;4;T;LA LIBERTAD;;;;
504;SALAMANCA;4;T;LIMA;;;;
505;MARCOS LIBARDONI / MONSEÑOR MARCOS LIBARDONI;4;T;LIMA;;;;
506;POLITECNICO SALESIANO DE LIMA;4;T;LIMA;;;;
507;MAURICIO SIMONS;4;T;LIMA;;;;
508;CIRO ALEGRIA;4;T;LIMA;;;;
509;NUESTRA SEÑORA DE MONTECARMELO;4;T;LIMA;;;;
510;RICARDO PALMA;4;T;ICA;;;;
511;SANTA MARINA;4;T;CALLAO;;;;
512;JOHN F. KENNEDY;4;T;CALLAO;;;;
513;SANTA MARIA REYNA;4;T;LIMA;;;;
515;CRISTO REY;4;T;ICA;;;;
516;JUAN PABLO I;4;T;LIMA;;;;
517;JOSE ANDRES RAZURI;4;T;LA LIBERTAD;;;;
518;SAN JUAN LUIS VIVES;4;T;LIMA;;;;
520;ABRAHAM TAVERA AGUIRRE;4;T;SAN MARTIN;;;;
521;ADVENTISTA DEL UCAYALI;4;T;UCAYALI;;;;
522;ADVENTISTA UNION;4;T;LIMA;;;;
523;ANGEL ALFREDO PRIALE;4;T;LIMA;;;;
524;ARBULU;4;T;ICA;;;;
525;EL TRIUNFO;4;T;JUNIN;;;;
526;HISPANO BRITANICO;4;T;LIMA;;;;
527;HOLLY GHOST;4;T;LIMA;;;;
528;HORACIO PATIÑO CRUZATTI;4;T;LIMA;;;;
529;HUMBERTO VIDAL UNDA;4;T;CUSCO;;;;
530;JOHANNES GUTEMBERG;4;T;LIMA;;;;
531;LICEO COMERCIAL MIRAFLORES;4;T;LIMA;;;;
532;MADRE ADMIRABLE;4;T;LIMA;;;;
533;MARIA CURIE;4;T;LIMA;;;;
534;MIGUEL GRAU;4;T;LAMBAYEQUE;;;;
535;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;;;;
536;SAN FABIAN;4;T;LIMA;;;;
537;SAN GABRIEL;4;T;PIURA;;;;
538;SAN GENARO;4;T;LIMA;;;;
539;SAN LUIS GONZAGA;4;T;LIMA;;;;
540;SAN PEDRO DE LURIN;4;T;LIMA;;;;
541;SAN PIO X;4;T;JUNIN;;;;
542;ALEXANDER HAMILTON;4;T;LIMA;;;;
543;ALMIRANTE MIGUEL GRAU;4;T;LIMA;;;;
544;AMAUTA;4;T;LIMA;;;;
546;BEATA ANA MARIA JAVOUHEY;4;T;CALLAO;;;;
547;CATOLICA LAS MERCEDES;4;T;LIMA;;;;
548;CESAR DIEZ CANSECO;4;T;CALLAO;;;;
549;MART;4;T;ICA;;;;
550;COSMOS;4;T;JUNIN;;;;
551;ELENA DE SANTA MARIA;4;T;PUNO;;;;
552;FRANCISCO BOLOGNESI;4;T;CUSCO;;;;
553;JOSE GALVEZ;4;T;CALLAO;;;;
554;LIBERTADOR SAN MARTIN COOPERATIVO;4;T;LIMA;;;;
555;MODERNO;4;T;LIMA;;;;
556;NUESTRA SEÑORA DE CHAPI;4;T;LIMA;;;;
557;NUESTRA SEÑORA DE LA MACARENA;4;T;LIMA;;;;
558;NUESTRA SEÑORA DE LAS MERCEDES;4;T;LIMA;;;;
560;SAN JOSE;4;T;ICA;;;;
562;SANTA MARIA MAZARELLO;4;T;LIMA;;;;
563;SANTA ROSA DE LIMA;4;T;LIMA;;;;
564;TOQUEPALA;4;T;MOQUEGUA;;;;
565;ADVENTISTA ALBORADA;4;T;CALLAO;;;;
566;ALFRED BINET;4;T;LIMA;;;;
567;ATUSPARIA;4;T;LIMA;;;;
568;BAUTISTA;4;T;UCAYALI;;;;
569;CARLOS CUETO FERNANDINI;4;T;LIMA;;;;
570;DANIEL ALCIDES CARRION;4;T;TUMBES;;;;
571;DANTE ALIGHIERI;4;T;LA LIBERTAD;;;;
572;ERNEST RUTHEFORD;4;T;PIURA;;;;
573;FELIX TELLO ROJAS;4;T;LIMA;;;;
574;ISAAC NEWTON;4;T;AREQUIPA;;;;
575;JEAN PIAGET;4;T;LIMA;;;;
576;JOSE DE SAN MARTIN GENERALISIMO;4;T;SAN MARTIN;;;;
577;JUAN PABLO II LA PAZ UNIVERSAL;4;T;LIMA;;;;
578;SAN FRANCISCO DE ASIS;4;T;MOQUEGUA;;;;
579;MARIA MILAGROSA;4;T;LIMA;;;;
580;NUESTRA SEÑORA DEL VALLE SEMINARIO;4;T;LIMA;;;;
581;PRIMERO DE MAYO -CAFAE- IPSS;4;T;LIMA;;;;
582;RUBEN DARIO;4;T;LIMA;;;;
583;SAN PATRICIO;4;T;LIMA;;;;
584;SANTA ISABEL;4;T;LIMA;;;;
585;SANTA ROSA DE LIMA;4;T;LIMA;;;;
586;B.F. SKINNER;2;R;LIMA;;;;
587;ABRAHAM VALDELOMAR;4;T;LIMA;;;;
588;ADVENTISTA TRUJILLO;4;T;LA LIBERTAD;;;;
589;CESAR VALLEJO;4;T;LIMA;;;;
590;INDEPENDENCIA;4;T;PIURA;;;;
591;LORD BYRON;4;T;AREQUIPA;;;;
592;LORD COCHRANE;4;T;LIMA;;;;
593;NIÑO JESUS DE PRAGA;4;T;LIMA;;;;
594;SAINT PATRICK;3;S;LIMA;;;;
595;SANTA ANGELA MERICI;4;T;CALLAO;;;;
596;SANTA LUISA DE MARILLAC;4;T;ICA;;;;
597;SANTA MARIA - ICA;4;T;ICA;;;;
598;AGUSTIN GAMARRA DE HUANCAYO;4;T;JUNIN;;;;
599;ALBERT EINSTEIN;4;T;TACNA;;;;
600;BERTRAND ROUSELL;4;T;LIMA;;;;
601;MUNICIPAL DE PUNO;4;T;PUNO;;;;
602;CHAVEZ DE LA ROSA;4;T;AREQUIPA;;;;
603;CIENCIAS;4;T;JUNIN;;;;
605;FLORENCE NIGHTINGALE;4;T;LIMA;;;;
606;GARCILASO DE LA VEGA;4;T;LIMA;;;;
607;GEORGE WASHINGTON;4;T;LIMA;;;;
608;GERMAN MENACHO ALPISTE;4;T;LIMA;;;;
609;HECTOR DE CARDENAS;4;T;LIMA;;;;
610;JEAN PIAGET;4;T;LIMA;;;;
611;JESUS MARIA;4;T;LIMA;;;;
612;LOS REYES ROJOS;3;S;LIMA;;;;
613;MARIA AUXILIADORA;4;T;CALLAO;;;;
614;MARISCAL ORBEGOSO;4;T;LA LIBERTAD;;;;
615;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;;;;
616;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;;;;
617;NUESTRO SALVADOR PARROQUIAL;4;T;LIMA;;;;
618;REPUBLICA DE VENEZUELA;4;T;LIMA;;;;
619;REVERENDO HNO. GASTON MARIA;4;T;LIMA;;;;
620;SAGRADOS CORAZONES;4;T;AREQUIPA;;;;
621;SAN ANTONIO;4;T;AYACUCHO;;;;
622;SAN ANTONIO;4;T;LIMA;;;;
623;SAN FELIPE;4;T;CALLAO;;;;
624;SAN FELIPE;4;T;LIMA;;;;
625;SAN FRANCISCO DE ASIS;4;T;CUSCO;;;;
626;SAN JOSE;4;T;LIMA;;;;
627;SAN JUAN;4;T;LIMA;;;;
628;SANTA FELICIA;4;T;LIMA;;;;
629;SANTA MARIANA DE JESUS;4;T;LIMA;;;;
630;SANTA ROSA DE LIMA;4;T;ANCASH;;;;
631;SEÑOR DE LOS MILAGROS;4;T;LIMA;;;;
632;SIMON BOLIVAR;4;T;LIMA;;;;
633;SOR QUERUBINA DE SAN PEDRO;4;T;LIMA;;;;
634;WILLIAM PRESCOTT;4;T;LIMA;;;;
635;WEBERBAUER AUGUSTO;3;S;LIMA;;;;
636;CHAMPAGNAT;4;T;TACNA;;;;
637;ALEXANDER VON HUMBOLDT;3;S;AREQUIPA;;;;
638;CARL FRIEDRICH GAUSS;4;T;LIMA;;;;
639;DON JOSE DE SAN MARTIN;4;T;LIMA;;;;
640;EL CARMELO;4;T;CUSCO;;;;
641;SAN JOSE;4;T;TUMBES;;;;
642;GARCILASO DE LA VEGA;4;T;LIMA;;;;
643;GENERAL SALAVERRY;4;T;LA LIBERTAD;;;;
644;HUMBERTO LENGUA ROMERO;4;T;LIMA;;;;
645;JESUS SALVADOR;4;T;LIMA;;;;
646;JORGE BASADRE GROHMANN;4;T;LIMA;;;;
647;JOSE GALVEZ;4;T;LIMA;;;;
648;LA CATOLICA;4;T;LIMA;;;;
649;LA MERCED;4;T;LIMA;;;;
650;LICEO NAVAL L. MONTERO;4;T;CALLAO;;;;
651;MARIE CURIE;4;T;AREQUIPA;;;;
652;MARISCAL SANTA CRUZ;4;T;CALLAO;;;;
653;MATER ADMIRABILIS;4;T;CALLAO;;;;
654;NUESTRA SEÑORA DEL PERPETUO SOCORRO;4;T;LA LIBERTAD;;;;
655;PERU;4;T;LIMA;;;;
656;SAN JOSE OBRERO;4;T;PIURA;;;;
657;SAN MIGUEL;4;T;LAMBAYEQUE;;;;
658;SANCHEZ ARTEAGA;4;T;LIMA;;;;
659;SANTA CECILIA;4;T;CALLAO;;;;
661;SANTA TERESITA;3;S;LIMA;;;;
663;ABRAHAM LINCOLN;4;T;LIMA;;;;
664;ADVENTISTA CHICLAYO;4;T;LAMBAYEQUE;;;;
665;ALBERTO B. SIMPSON;4;T;LIMA;;;;
666;ALMIRANTE GRAU;4;T;LIMA;;;;
667;AMAZONAS (IPSS);4;T;LORETO;;;;
668;ANGELICA RECHARTE;4;T;LIMA;;;;
669;ANTONIO RAIMONDI ASOCIACION EDUC.;4;T;LIMA;;;;
670;CASUARINAS COLLEGE;1;Q;LIMA;;;;
671;ELVIRA BULNES;4;T;LAMBAYEQUE;;;;
672;ENRIQUE MEIGGS;4;T;MOQUEGUA;;;;
673;FRANCISCO DE ZELA;4;T;LIMA;;;;
674;JOSE MARIA ARGUEDAS;4;T;LIMA;;;;
675;JOSE MARIA ARGUEDAS;4;T;LIMA;;;;
676;JUAN XXIII;4;T;MOQUEGUA;;;;
677;LA INMACULADA CONCEPCION;4;T;HUANUCO;;;;
678;LAS NAZARENAS;4;T;LIMA;;;;
679;LOURDES;4;T;ANCASH;;;;
680;MAXIM GORKI;4;T;LIMA;;;;
681;MORI;4;T;ICA;;;;
682;NIÑO JESUS;4;T;LIMA;;;;
683;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;;;;
684;SAN ANTONIO DE HUAMANGA;4;T;AYACUCHO;;;;
685;PESTALOZZI;4;T;LIMA;;;;
686;ROSA DE AMERICA;4;T;LA LIBERTAD;;;;
688;SAN JUAN BOSCO;4;T;ANCASH;;;;
689;SANTA LUCIA;4;T;LIMA;;;;
690;SANTA ROSA DE LIMA;4;T;PIURA;;;;
691;SANTA ROSA DE LIMA;4;T;LIMA;;;;
692;SOL DE ALEGRIA;4;T;LIMA;;;;
693;SOR ANA DE LOS ANGELES;4;T;LIMA;;;;
694;VIRGEN DEL PILAR;4;T;JUNIN;;;;
695;CLARETIANO;4;T;JUNIN;;;;
696;DIVINO CORAZON DE JESUS;4;T;JUNIN;;;;
697;CLORINDA MATTO DE TURNER;4;T;LIMA;;;;
698;SAN ANTONIO MUJERES;4;T;CALLAO;;;;
699;SAN JOSE HNOS. MARISTAS;4;T;ICA;;;;
700;SAN VICENTE DE PAUL;4;T;LIMA;;;;
701;SANTA ANA;4;T;CUSCO;;;;
702;SAN AGUSTIN - LAMBAYEQUE;4;T;LAMBAYEQUE;;;;
703;SAN AGUSTIN;4;T;AREQUIPA;;;;
704;SALESIANO (SANTA ROSA);4;T;JUNIN;;;;
705;MARIA AUXILIADORA;4;T;JUNIN;;;;
706;MARIA AUXILIADORA;4;T;AREQUIPA;;;;
707;MARIA AUXILIADORA;4;T;CUSCO;;;;
708;MARIA AUXILIADORA;4;T;AYACUCHO;;;;
709;MARIA AUXILIADORA;4;T;LIMA;;;;
710;LA INMACULADA;4;T;LA LIBERTAD;;;;
711;LA INMACULADA;4;T;ANCASH;;;;
712;LA INMACULADA;4;T;PUNO;;;;
713;LA INMACULADA;4;T;LAMBAYEQUE;;;;
728;ALEXANDER VON HUMBOLDT;4;T;CAJAMARCA;;;;
729;CORPUS CHRISTI;4;T;LORETO;;;;
730;DIVINO JESUS;4;T;LIMA;;;;
731;ENRIQUE ESPINOSA;4;T;LIMA;;;;
732;HIRAM BINGHAM;1;Q;LIMA;;;;
733;JORGE BASADRE;4;T;LIMA;;;;
734;JORGE CHAVEZ;4;T;LIMA;;;;
735;LEONARDO DA VINCI;4;T;LIMA;;;;
736;LOUIS PASTEUR;4;T;AREQUIPA;;;;
737;MARIA MOLINARI;4;S;LIMA;;;;
738;NUESTRA SEÑORA DE LA ASUNCION;4;T;LIMA;;;;
739;NUESTRA SEÑORA DE LA ESPERANZA;4;T;LIMA;;;;
740;NUESTRA SEÑORA DE LA MERCED;4;T;LIMA;;;;
741;SOL DE ORO;4;T;LIMA;;;;
742;RAUL PORRAS BARRENECHEA;4;T;LIMA;;;;
743;REINA DEL CARMELO;4;T;LIMA;;;;
744;SAN AGUSTIN;4;T;ICA;;;;
745;SAN JUAN BAUTISTA;4;T;LIMA;;;;
746;SAN MARCOS;4;T;LIMA;;;;
747;SAN VICENTE DE PAUL;4;T;LA LIBERTAD;;;;
748;SANTA INES;4;T;LIMA;;;;
749;SANTA ROSA;4;T;LIMA;;;;
750;SEBASTIAN SALAZAR BONDY;4;T;LIMA;;;;
751;VIRGEN DE FATIMA;4;T;LIMA;;;;
752;ALEXANDER VON HUMBOLT;4;T;LIMA;;;;
753;ANDRES RAZURI;4;T;LIMA;;;;
754;CARLOS CUETO FERNANDINI;4;T;LIMA;;;;
755;ARISTOTELES CENTRO NO ESCOLARIZADO;4;T;LIMA;;;;
756;EL NAZARENO;4;T;AYACUCHO;;;;
757;GARCILAZO DE LA VEGA;4;T;LIMA;;;;
758;LICEO EL CARMEN;4;T;LIMA;;;;
759;LORD BYRON;3;R;LIMA;;;;
760;MARIA AUXILIADORA;4;T;LIMA;;;;
761;MARIA INMACULADA;4;T;LIMA;;;;
762;MARIA REYNA DE LOS ANGELES;4;T;UCAYALI;;;;
763;REVERENDO HNO. GASTON MARIA;4;T;LIMA;;;;
764;SAN HILARION;4;T;LIMA;;;;
765;SAN JUDAS TADEO;4;T;LIMA;;;;
766;SANTO DOMINGO;4;T;LIMA;;;;
767;VICTORIA BARCIA BONIFFATTI;4;T;LIMA;;;;
768;VIRGEN DE FATIMA;4;T;LIMA;;;;
769;VIRGEN DE LA ASUNCION;4;T;LIMA;;;;
770;WALDORF;3;S;LIMA;;;;
771;CRISTO SALVADOR;4;T;LIMA;;;;
772;VIRGEN DE GUADALUPE;4;T;LIMA;;;;
773;JUAN PABLO II;4;T;LIMA;;;;
774;LAS MERCEDES;4;T;LIMA;;;;
775;LOS ROBLES;4;T;LIMA;;;;
776;MAGISTER;2;R;LIMA;;;;
777;MANUEL PIO DE ZUÑIGA Y RAMIREZ;4;T;PIURA;;;;
778;MARCELINO CHAMPAGNAT;4;T;CAJAMARCA;;;;
779;MARIA DE NAZARET;4;T;CAJAMARCA;;;;
780;MARIA REYNA DE LOS APOSTOLES;4;T;LIMA;;;;
781;MARIANO MELGAR;4;T;LIMA;;;;
782;MARTIN ADAN;4;T;LIMA;;;;
783;MIGUEL ANGEL;4;T;LIMA;;;;
784;NIÑO JESUS DE PRAGA;4;T;CALLAO;;;;
785;26 DE JUNIO;4;T;LIMA;;;;
786;NUESTRA SEÑORA DE LAS MERCEDES;4;T;LIMA;;;;
787;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;;;;
788;CRISTIANO PIONERO;4;T;LIMA;;;;
789;REYNA DE LOS CIELOS;4;T;LIMA;;;;
790;SAGRADOS CORAZONES;4;T;TACNA;;;;
791;SAN ESTANISLAO;4;T;LIMA;;;;
792;SAN IGNACIO DE RECALDE;2;R;LIMA;;;;
793;SAN JOSE;4;T;LIMA;;;;
794;SAN JUAN MASIAS;4;T;LIMA;;;;
795;SERGIO ERNESTO BERNALES;4;T;LIMA;;;;
796;ALEXANDER GRAHAM BELL;4;T;LIMA;;;;
797;AMAZONAS;4;T;HUANUCO;;;;
798;ANDRES BELLO;4;T;LIMA;;;;
799;BARTOLOME HERRERA;4;T;LIMA;;;;
800;BOLOGNESI;4;T;LA LIBERTAD;;;;
801;CORAZON DE JESUS;4;T;LIMA;;;;
802;CRISTO REY;4;T;LIMA;;;;
803;DANIEL ALCIDES CARRION;4;T;ICA;;;;
804;DORA MAYER;4;T;LIMA;;;;
805;EL PEQUEÑO ARQUITECTO;4;T;LIMA;;;;
807;JESUS Y MARIA;4;T;LIMA;;;;
808;PAOLO FREIRE;4;T;LIMA;;;;
809;RAMON CASTILLA;4;T;PIURA;;;;
810;RICARDO PALMA;4;T;UCAYALI;;;;
811;SAN AGUSTIN;4;T;ANCASH;;;;
812;SAN IGNACIO DE LOYOLA;4;T;LIMA;;;;
813;SAN JUDAS TADEO;4;T;LIMA;;;;
814;SAN VICENTE DE PAUL;4;T;ANCASH;;;;
815;SANTA RITA;4;T;LIMA;;;;
816;SANTA SOFIA DE ISRAEL;4;T;CALLAO;;;;
817;SANTISIMA TRINIDAD;4;T;LIMA;;;;
818;SANTO DOMINGO SAVIO;4;T;CALLAO;;;;
819;SANTO TOMAS;4;T;ANCASH;;;;
820;SARITA COLONIA;4;T;LIMA;;;;
821;WALT WHITMAN;4;T;LIMA;;;;
822;BLAS PASCAL;4;T;LIMA;;;;
823;CENTROMIN;4;T;JUNIN;;;;
824;ALFRED NOBEL;4;T;AREQUIPA;;;;
825;ANDRE MALRAUX;3;S;LIMA;;;;
826;ANDRES BELLO;4;T;LIMA;;;;
827;BADEN POWELL;4;T;LIMA;;;;
828;CARLOS SPEGAZZINI;4;T;LIMA;;;;
829;RAMON CASTILLA;4;T;CAJAMARCA;;;;
830;CHRISTA MC AULIFFE;4;T;LIMA;;;;
831;CONFRATERNIDAD UNIVERSAL;4;T;LIMA;;;;
832;CRISTO DE LA SOLEDAD;4;T;LIMA;;;;
833;CRISTO REY;4;T;LIMA;;;;
834;DIVINA MISERICORDIA;4;T;LIMA;;;;
835;ENRIQUE LOPEZ ALBUJAR;4;T;LIMA;;;;
836;GREEN GABLES;3;S;LIMA;;;;
837;HIPOLITO UNANUE;4;T;LIMA;;;;
838;JESUS EL BUEN PASTOR;4;T;LIMA;;;;
839;JHON A. MACKAY;4;T;LIMA;;;;
840;JOSE GALVEZ;4;T;LIMA;;;;
841;JUAN PABLO II;4;T;APURIMAC;;;;
842;CEP LEONARDO DA VINCI;2;R;LIMA;;;;
843;MIGUEL ANGEL BUONAROTI;4;T;LAMBAYEQUE;;;;
844;NIÑO JESUS MARISCAL CHAPERITO;4;T;CALLAO;;;;
845;SANTA CRUZ;4;T;CALLAO;;;;
846;PEDRO NOLASCO;4;T;ANCASH;;;;
847;JOSE MARIA A.;4;T;LIMA;;;;
848;REINA DEL CARMELO;4;T;LIMA;;;;
849;REMBRANDT;4;T;LIMA;;;;
850;RENE GARCIA CASTELLANOS (FAP);4;T;ICA;;;;
851;ROSA DE SANTA MARIA;4;T;LIMA;;;;
852;SACO OLIVEROS;4;T;LIMA;;;;
853;SAN ANDRES;4;T;AREQUIPA;;;;
854;SAN ANTONIO;4;T;LIMA;;;;
855;SAN RAFAEL;4;T;LIMA;;;;
856;SANTA TERESITA;4;T;JUNIN;;;;
857;SENOR DE BURGOS;4;T;HUANUCO;;;;
859;GARCILAZO DE LA VEGA PRONOE;4;T;LIMA;;;;
860;JORGE CABRERA TAPIA;4;T;LIMA;;;;
861;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;;;;
863;SAN ANTONIO ABAD;4;T;LIMA;;;;
864;SAN ANTONIO ABAD;4;T;LIMA;;;;
865;SAN LUIS;4;T;LIMA;;;;
866;SAN MARTIN DE PORRES CEP;4;T;LIMA;;;;
867;SEÑOR DE LOS MILAGROS;4;T;LIMA;;;;
868;THOMAS JEFFERSON;4;T;LIMA;;;;
869;AMADO DE DIOS;4;T;LIMA;;;;
870;AMADO DE DIOS;4;T;LIMA;;;;
871;DIOS ES AMOR;4;T;LIMA;;;;
872;MATER CHRISTI;4;T;LIMA;;;;
873;ALPAMAYO;2;Q;LIMA;;;;
874;SALCANTAY;2;Q;LIMA;;;;
875;DON BOSCO;4;T;LIMA;;;;
877;SANTA ROSA;4;T;LIMA;;;;
878;LOS SAUCES;4;T;LIMA;;;;
879;SAN MIGUEL DE BISSO;4;T;LIMA;;;;
880;SAN FRANCISCO DE ASIS;4;T;JUNIN;;;;
881;RAUL VILLARAN;4;T;LIMA;;;;
882;GARCILASO PRONOE;4;T;LIMA;;;;
883;INKA GAKUEN;4;T;LIMA;;;;
884;SOR ANA DE LOS ANGELES MONTEAGUDO;4;T;CALLAO;;;;
885;ABELARDO ALVA MAURTUA;4;T;ICA;;;;
886;MARTIN ESQUICHA BERNEDO;4;T;LIMA;;;;
887;SANTA MARIA;4;T;AREQUIPA;;;;
888;SANTIAGO APOSTOL;4;T;LIMA;;;;
889;RAMIRO VILLAVERDE DE LAZO;4;T;JUNIN;;;;
890;DOMINGO SAVIO;4;T;PIURA;;;;
891;SAN FRANCISCO DE ASIS;4;T;JUNIN;;;;
892;LOS ANGELES;4;T;LIMA;;;;
893;SARITA COLONIA;4;T;LIMA;;;;
894;FRANCISCO SECADA VIGNETTA;4;T;LORETO;;;;
895;MICAELA BASTIDAS;4;T;LIMA;;;;
896;ISAIAH BOWMAN;4;T;CUSCO;;;;
897;NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;;;;
899;SAN IGNACIO DE LOYOLA;4;T;JUNIN;;;;
900;SAN FRANCISCO SOLANO;4;T;LIMA;;;;
901;AA COLEGIOS EXTRANJERO/DIPLOMATICO;1;P;;;;;
903;NIÑO DE JESUS;4;T;TUMBES;;;;
904;SAN AGUSTIN;4;T;LIMA;;;;
905;GUADALUPE;4;T;JUNIN;;;;
906;SAN ISIDRO LABRADOR;4;T;LIMA;;;;
907;CELESTIN FREINET;4;T;LIMA;;;;
908;COLUMNA PASCO;4;T;PASCO;;;;
909;CONTINENTAL;4;T;LIMA;;;;
910;DE CIENCIAS;4;T;HUANUCO;;;;
911;DIVINA PROVIDENCIA;4;T;ICA;;;;
912;DOMINGO SAVIO;4;T;LIMA;;;;
913;EL BUEN PASTOR PARROQUIAL;4;T;LIMA;;;;
914;FELIX CIPRIANO ZEGARRA CORONEL;4;T;PIURA;;;;
916;INTERAMERICANO;4;T;LA LIBERTAD;;;;
917;JEAN LE BOULCH;3;S;LIMA;;;;
919;JOSE VELARDE VARGAS;4;T;PIURA;;;;
920;LA CASA DE CARTON;4;T;LIMA;;;;
921;NAVARRO GONZALES ELIANO;4;T;JUNIN;;;;
922;NICOLAS COPERNICO;4;T;LIMA;;;;
923;NUESTRA SEÑORA DE LA MERCED;4;T;PUNO;;;;
924;NUESTRA SEÑORA DEL BUEN CONSEJO;4;T;LIMA;;;;
925;PEDRO RUIZ GALLO;4;T;LIMA;;;;
927;RESIDENCIAL DE LOS LIBERTADORES;4;T;LIMA;;;;
928;RUBEN DARIO;4;T;LIMA;;;;
930;SAN ISIDRO;4;T;LIMA;;;;
931;SAN JUAN BOSCO;4;T;LIMA;;;;
932;SAN JUAN DE MONTERRICO;4;T;LIMA;;;;
933;SANTA CATALINA;4;T;PUNO;;;;
934;SANTA EUGENIA;4;T;LIMA;;;;
935;SANTA MARIA DE JESUS;4;T;LIMA;;;;
936;SANTA MARIA DE LA FRONTERA;4;T;TUMBES;;;;
937;SANTA SOFIA;4;T;LIMA;;;;
938;SANTA URSULA;3;S;AREQUIPA;;;;
939;SANTA URSULA DE ZARATE;4;T;LIMA;;;;
941;SOR ANA DE LOS ANGELES;4;T;LIMA;;;;
942;ALEXANDER VON HUMBOLDT;4;T;TACNA;;;;
943;VON NEUMANN;4;T;LIMA;;;;
944;CLARIDAD;4;T;LIMA;;;;
945;ABRAHAM MASLOW;4;T;LIMA;;;;
946;ALEXANDER VON HUMBOLDT;4;T;CUSCO;;;;
947;ALFREDO BONIFAZ;4;T;LIMA;;;;
948;BLAS PASCAL;4;T;LIMA;;;;
950;CLINTON RODHAM;4;T;LIMA;;;;
951;ENRIQUE LOPEZ ALBUJAR;4;T;AREQUIPA;;;;
952;ESPIRITU SANTO;4;T;LIMA;;;;
953;JULIO LA ROSA ROSAS;4;T;JUNIN;;;;
954;MARIA DE LAS MERCEDES;4;T;LIMA;;;;
955;SAN AGUSTIN;4;T;LIMA;;;;
956;SAN ANTONIO;4;T;LIMA;;;;
957;SAN COLUMBANO;4;T;LIMA;;;;
958;SAN LORENZO;4;T;LIMA;;;;
959;SAN PABLO;4;T;LIMA;;;;
960;SAN PEDRO;4;T;ANCASH;;;;
961;SANTA MARIA DE LA GRACIA;4;T;LIMA;;;;
962;SANTA ROSA;4;T;JUNIN;;;;
963;SANTO TORIBIO DE MOGROVEJO;4;T;LIMA;;;;
964;SEÑOR DE LOS MILAGROS;4;T;LA LIBERTAD;;;;
965;SEÑOR DE LUREN;4;T;LIMA;;;;
966;VILLARREAL;4;T;LIMA;;;;
967;VIRGEN DEL ROSARIO;4;T;LIMA;;;;
968;VIRGEN INMACULADA;4;T;LIMA;;;;
969;VIRGEN INMACULADA;4;T;LIMA;;;;
970;ROSA MERINO;4;T;LIMA;;;;
971;HISPANO BRITANICO;4;T;LIMA;;;;
972;SIR ALEXANDER FLEMING;4;T;LA LIBERTAD;;;;
973;MARIA REYNA DE LOS ANGELES;4;T;CALLAO;;;;
974;BRASIL;4;T;LIMA;;;;
976;RAMON CASTILLA;4;T;TACNA;;;;
977;MARCO POLO;4;T;LIMA;;;;
978;SOR ANGELICA CAMPODONICO;4;T;LIMA;;;;
979;DE JESUS;4;T;LIMA;;;;
980;ALBERT EINSTEIN;4;T;LIMA;;;;
981;VIRGEN DEL ROSARIO YUNGAY;4;T;LIMA;;;;
982;CASTILLO REAL;4;T;LIMA;;;;
983;ANTONIO RAIMONDI;4;T;ICA;;;;
984;JOSE CARLOS MARIATEGUI;4;T;JUNIN;;;;
985;METROPOLITANO;4;T;LIMA;;;;
986;CAMBRIDGE COLLEGE;1;Q;LIMA;;;;
987;MARISCAL CACERES;4;T;LIMA;;;;
988;ELIM;4;T;LIMA;;;;
989;BILINGUE;4;T;AREQUIPA;;;;
990;ROSA DE AMERICA;4;T;LORETO;;;;
991;LOS REYES MAGOS;4;T;LIMA;;;;
992;JAVIER PRADO;4;T;LIMA;;;;
993;SAN LORENZO;4;T;LIMA;;;;
994;CHAPERITO;4;T;CALLAO;;;;
995;SAN JUAN MARIA VIANNEY;4;T;LIMA;;;;
996;ELVIRA GARCIA LORENTE;4;T;LIMA;;;;
998;AA COLEGIOS NO ESCOLARIZADOS;4;T;;;;;
999;AA COLEGIOS NO REGISTRADOS;4;T;;;;;
1000;SEÑOR DE LOS MILAGROS;4;T;LIMA;;;;
1001;MARIANO IBERICO RODRIGUEZ;4;T;CAJAMARCA;;;;
1002;ANTON BRUCKNER;4;T;LIMA;;;;
1003;NSTRA SRA. DE LA MACARENA;4;T;LIMA;;;;
1004;VIRGEN DE LAS MERCEDES;4;T;LIMA;;;;
1005;VIRGEN DE LA PUERTA;4;T;LA LIBERTAD;;;;
1007;AMERICANO DE SAN BORJA;4;T;LIMA;;;;
