number;name;remote_id;source;image;;;;
1008;ANTONIO RAYMONDI;4;T;UCAYALI;;;;
1009;LA INMACULADA;4;T;LIMA;;;;
1010;KHIPU;4;T;CUSCO;;;;
1011;MARIE REICHE;4;T;LIMA;;;;
1012;LIMA VILLA COLLEGE (DOMINGO FAUSTINO SARMIENTO);2;R;LIMA;;;;
1013;NEWTON COLLEGE (SIR ISAAC NEWTON);4;T;ANCASH;;;;
1014;TUPAC AMARU PNP;4;T;LIMA;;;;
1015;LICEO VICTORIA;4;T;LIMA;;;;
1016;SAN ALFONSO MARIA;4;T;LIMA;;;;
1017;MARIE CURIE;4;T;LIMA;;;;
1018;VIRGEN DEL ROSARIO DE YAUCA;4;T;LIMA;;;;
1019;CONFUCIO;4;T;LIMA;;;;
1020;KERPEN HORREN;4;T;LIMA;;;;
1021;"MERCEDARIA ""SAN PEDRO PASCUAL""";4;T;AREQUIPA;;;;
1024;VIRGEN DE GUADALUPE;4;T;ANCASH;;;;
1025;ANDRES AVELINO CACERES (MARISCAL);4;T;LORETO;;;;
1026;SANTO DOMINGO;4;T;LIMA;;;;
1027;SOR ANA DE LOS ANGELES;4;T;CALLAO;;;;
1028;SANTA CATALINA;4;T;LIMA;;;;
1029;INTERAMERICANO;4;T;CAJAMARCA;;;;
1030;WALT WHITMAN;4;T;LIMA;;;;
1031;RAFAEL NARVAEZ CADENILLAS;4;T;LA LIBERTAD;;;;
1033;BUONARROTI / MIGUEL ANGEL BUONARROTI;4;T;LIMA;;;;
1034;FRANKLIN ROOSEVELT;4;T;LA LIBERTAD;;;;
1035;INTEGRAL X LA CATOLICA;4;T;LIMA;;;;
1036;RENEE CAMACHO FARQUI;4;T;AREQUIPA;;;;
1037;SANTA ROSA;4;T;LIMA;;;;
1038;TRILCE;4;T;LIMA;;;;
1039;ZARATE;4;T;JUNIN;;;;
1040;MELVIN JONES;4;T;LIMA;;;;
1041;KONRAD ADENAUER;4;T;LIMA;;;;
1043;SAN JOSE;4;T;LIMA;;;;
1044;CAYETANO HEREDIA;4;T;LIMA;;;;
1045;SAN BASILIO;4;T;LIMA;;;;
1046;HANS CHRISTIAN OERSTED;4;T;LIMA;;;;
1047;SAN FRANCISCO DE SALES;4;T;JUNIN;;;;
1048;INTEGRADO ATAHUALPA;4;T;JUNIN;;;;
1049;MONITOR HUASCAR;4;T;LIMA;;;;
1050;SAN JOSE DE SAN VICENTE;4;T;LIMA;;;;
1051;ALGARROBOS;4;T;LAMBAYEQUE;;;;
1052;CEIBOS;4;T;LAMBAYEQUE;;;;
1053;VALLESOL;4;T;PIURA;;;;
1054;LA FE DE MARIA;4;T;LIMA;;;;
1056;NIÑO JESUS DE PRAGA;4;T;JUNIN;;;;
1057;SAN BASILIO;4;T;LIMA;;;;
1059;SANTA ROSA  1;4;T;JUNIN;;;;
1060;SAN BENITO DE PALERMO;4;T;LIMA;;;;
1061;JEAN PIAGET;4;T;LIMA;;;;
1062;ISAAC NEWTON;4;T;LIMA;;;;
1063;SAN ANTONIO MARIA CLARET;4;T;LIMA;;;;
1064;SIMON BOLIVAR;4;T;LIMA;;;;
1065;JUAN JACOBO ROUSSEAU;3;S;LIMA;;;;
1066;BARBARA D ACHILLE;4;T;CALLAO;;;;
1068;EBENEZER;4;T;LIMA;;;;
1069;A&S;4;T;ICA;;;;
1070;ISAAC NEWTON;4;T;LIMA;;;;
1071;SACO OLIVEROS DE SAN FELIPE;4;T;LIMA;;;;
1072;ANTONIO RAIMONDI DELL' ACQUA;4;T;LIMA;;;;
1073;SAN FRANCISCO DE ASIS;4;T;JUNIN;;;;
1074;SOR ANA DE LOS ANGELES MONTEAGUDO;4;T;LIMA;;;;
1075;DIVINO CREADOR;4;T;LIMA;;;;
1076;JOHANES KEPLER;4;T;LIMA;;;;
1077;SAN PEDRO;4;T;LIMA;;;;
1078;DIVINO MAESTRO;4;T;LIMA;;;;
1080;SANTISIMA TRINIDAD;4;T;LIMA;;;;
1081;NUESTRA VIRGEN DEL DIVINO CORAZON;4;T;LIMA;;;;
1082;SAGRADO CORAZON MICHELE;4;T;LIMA;;;;
1083;SAN RAFAEL;4;T;LIMA;;;;
1084;GEORGE BERKELEY/BERKELEY HIGH SCHOOL;4;T;LIMA;;;;
1085;SIR ALEXANDER FLEMING;4;T;LAMBAYEQUE;;;;
1087;VIRGEN DE GUADALUPE;4;T;LIMA;;;;
1088;SEBASTIAN SALAZAR BONDY;4;T;LIMA;;;;
1089;TOMAS EDISON;4;T;LIMA;;;;
1090;SOLIDARIDAD II CAMPOY;4;T;LIMA;;;;
1092;INMACULADA CONCEPCION;4;T;LIMA;;;;
1093;SAN SALVADOR;4;T;LIMA;;;;
1094;SOR ANA DE LOS ANGELES MONTEAGUDO;4;T;LIMA;;;;
1095;BACHILL. UNIV. SAN MARTIN DE PORRES;4;T;LIMA;;;;
1096;MARIA MONTESSORI;4;T;PIURA;;;;
1097;BACHILL. UNIV. PERUANA CAYETANO HEREDIA;3;S;LIMA;;;;
1098;BACH. UNIV. RICARDO PALMA;3;S;LIMA;;;;
1099;TURICARA;4;T;PIURA;;;;
1100;CORPORACION EDUCATIVA NIVEL A SAC;3;S;LIMA;;;;
1101;ALBORADA;4;T;LIMA;;;;
1102;SAN JOSE LA SALLE;4;T;CUSCO;;;;
1103;ALTAIR;2;Q;LIMA;;;;
1105;EUROAMERICANO;2;R;LIMA;;;;
1106;SAN MIGUEL;4;T;LIMA;;;;
1107;SAN PEDRO;2;Q;LIMA;;;;
1108;SCHOOL OF TOMORROW;2;S;LIMA;;;;
1109;TRENER DE MONTERRICO S.A.;2;R;LIMA;;;;
1110;PAMER;4;T;LIMA;;;;
1111;SANTA ROSA DE LAS AMERICAS;4;T;LIMA;;;;
1112;ENRIQUE CAMINO BRENT;4;T;LIMA;;;;
1113;SAN JUAN;4;T;CALLAO;;;;
1114;SOL DE LA MOLINA;4;T;LIMA;;;;
1115;NUESTRA SEÑORA DE LA RECONCILIACION;4;T;LIMA;;;;
1116;SANTA PEREGRINA;4;T;LIMA;;;;
1117;CORAZON DE MARIA;4;T;TACNA;;;;
1118;MAESTRO REDENTOR;4;T;JUNIN;;;;
1119;CIBERNET;4;T;AYACUCHO;;;;
1120;SAN SILVESTRE;4;T;CAJAMARCA;;;;
1121;SANTISIMA MARIA DE LOS CEDROS;4;T;LIMA;;;;
1123;SAN JUAN DE DIOS;4;T;LIMA;;;;
1124;BERTOLD BRECHT;4;T;LIMA;;;;
1125;PERUANO CHINO;4;T;ICA;;;;
1126;CENTRO EDUCATIVO EXPERIMENTAL UNIV. SANTA;4;T;ANCASH;;;;
1127;MI JESUS;4;T;LIMA;;;;
1128;CTRO EDUCATIVO PRIVADO ROBERT LETOURNEAU;4;T;LIMA;;;;
1129;DAVY COLLEGE;4;T;CAJAMARCA;;;;
1130;LICEO NAVAL C. DE N. LUIS GERMAN ASTETE;4;T;CALLAO;;;;
1131;ROBERT M. SMITH - ASOCIACION CIVIL NEOANDINA;4;T;ANCASH;;;;
1132;DEUNI;4;T;LIMA;;;;
1133;RUBEN DARIO;4;T;LIMA;;;;
1134;GREGOR JOHANN MENDEL;4;T;LIMA;;;;
1135;EL HOGAR;4;T;LIMA;;;;
1136;KURT LEWIN;4;T;LIMA;;;;
1137;REINO DE LOS CIELOS;4;T;LIMA;;;;
1138;ISAAC NEWTON;4;T;CAJAMARCA;;;;
1139;ANTARES;2;R;LIMA;;;;
1140;JUAN ENRIQUE NEWMAN;4;T;LIMA;;;;
1141;SAN FRANCISCO JAVIER;3;S;LIMA;;;;
1142;SAN ISIDRO EL LABRADOR;4;T;LIMA;;;;
1143;NICOLAS BOURBAKI;4;T;LIMA;;;;
1144;MONTESSORI;4;T;PIURA;;;;
1145;FEDERICO FROEBEL;4;T;AYACUCHO;;;;
1146;CARPE DIEM;4;T;LIMA;;;;
1147;LICEO SAN JUAN;4;T;LIMA;;;;
1148;JOHN LOCKE;4;T;LIMA;;;;
1149;DE JESUS;4;T;LIMA;;;;
1150;HERMANO NOE ZEVALLOS ORTEGA;4;T;LIMA;;;;
1151;DIVINO CORAZON DE JESUS;4;T;LIMA;;;;
1152;SAN IGNACIO DE LOYOLA;4;T;LIMA;;;;
1153;MONTEALTO;4;T;LIMA;;;;
1154;DE JESUS;4;T;AREQUIPA;;;;
1155;SAN ANTONIO DE PADUA DE SANTA MARIA ( EX- ANTONIANAS DE MARIA);4;T;LIMA;;;;
1156;ILVEM;4;T;LIMA;;;;
1157;SIGMA;4;T;LIMA;;;;
1158;GIORDANO BRUNO;4;T;LIMA;;;;
1159;MEDALLA DE MARIA;4;T;LIMA;;;;
1160;AURELIO BALDOR;4;T;LIMA;;;;
1161;LOS ALAMOS;4;S;LIMA;;;;
1162;VIRGEN DE GUADALUPE;4;T;LIMA;;;;
1163;MANUEL COVEÑAS;4;T;JUNIN;;;;
1164;SANTO DOMINGO;4;T;LIMA;;;;
1165;SAN FRANCISCO DE ASIS;4;T;LIMA;;;;
1166;SAN ISIDRO;4;T;LIMA;;;;
1167;MARIA DE LAS MERCEDES DE SALAMANCA;4;T;LIMA;;;;
1168;VICENTE HORDAZA GOMEZ;4;T;LIMA;;;;
1169;CEM- CENTRO DE ESTUDIOS MATEMATICOS;4;T;LIMA;;;;
1170;MARIA REYNA;4;T;LIMA;;;;
1171;INMACULADO HIGH SCHOOL;4;T;LIMA;;;;
1172;JOSE FIANSON;4;T;LIMA;;;;
1174;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;;;;
1175;SANTA ROSA DE LIMA;4;T;JUNIN;;;;
1176;TRENTO (TRILCE VENTANILLA);4;T;CALLAO;;;;
1177;EL BUEN MAESTRO;4;T;LIMA;;;;
1178;DOMINGO SAVIO;4;T;PUNO;;;;
1179;VIRGEN DEL ROSARIO;4;T;ICA;;;;
1180;MARISCAL RAMON CASTILLA;4;T;MOQUEGUA;;;;
1181;ALEXANDER VON HUMBOLDT;4;T;LA LIBERTAD;;;;
1182;UNION;4;T;JUNIN;;;;
1183;INTERNACIONAL ELIM;4;T;LIMA;;;;
1184;INDIVISA MANENT;4;T;APURIMAC;;;;
1185;AMERICA;4;T;LIMA;;;;
1186;NUESTRA SEÑORA DE FATIMA;4;T;LIMA;;;;
1187;SAN SILVESTRE;4;T;PIURA;;;;
1188;SAN JUAN BOSCO;4;T;JUNIN;;;;
1189;SEGUNDO CABRERA MUÑOZ;4;T;CAJAMARCA;;;;
1190;CRISTOBAL DE LOZADA Y PUGA;4;T;HUANUCO;;;;
1191;GALILEO GALILEI;4;T;AYACUCHO;;;;
1192;ANNIE SOPER;4;T;SAN MARTIN;;;;
1193;DIVINO MAESTRO;4;T;LIMA;;;;
1194;NUEVA GENERACION;4;T;LIMA;;;;
1195;VIRGEN DE GUADALUPE;4;T;CALLAO;;;;
1196;JOSE MARIA ESCRIVA DE BALAGUER Y ALBAS;4;T;CALLAO;;;;
1197;SANTISIMA TRINIDAD;4;T;CALLAO;;;;
1198;JESUS DE NAZARETH;4;T;CALLAO;;;;
1199;IPEC (INSTITUTO DE EDUCACION SUPERIOR PEDAGOGICO);4;T;CALLAO;;;;
1200;SAN IGNACIO DE LOYOLA;4;T;LIMA;;;;
1201;PITAGORAS;4;T;LIMA;;;;
1202;SANTO TOMAS DE AQUINO;4;T;LIMA;;;;
1203;AMERICA;4;T;LIMA;;;;
1205;MARIA DE MAEZTU;4;T;LIMA;;;;
1206;PITAGORAS;4;T;LIMA;;;;
1207;LUIS ALBERTO SANCHEZ;4;T;LIMA;;;;
1208;MIGUEL DE CERVANTES;4;T;LIMA;;;;
1209;SAN JOSE;4;T;LIMA;;;;
1210;FLORENCE NIGHTINGALE;4;T;CALLAO;;;;
1211;JOHN DALTON;4;T;LIMA;;;;
1212;SAGRADO CORAZON DE LA MOLINA;4;T;LIMA;;;;
1213;MANUEL SCORZA TORRES;4;T;LIMA;;;;
1214;VIRGEN DEL CARMEN;4;T;LIMA;;;;
1215;MASTER SCHOOL;4;T;LIMA;;;;
1216;RAUL PORRAS BARRENECHEA;4;T;LIMA;;;;
1217;CAP. FAP. JOSE QUIÑONES ( EX RICARDO PALMA C.);4;T;LIMA;;;;
1218;NUEVO MUNDO;4;T;LIMA;;;;
1219;REYNA MARIA INMACULADA - RIMAC;4;T;LIMA;;;;
1220;SAN IGNACIO DE LIMA;4;T;LIMA;;;;
1221;CRISTO REDENTOR;4;T;LIMA;;;;
1222;ROSA ALARCO LARRABURE;4;T;LIMA;;;;
1223;BETHEL;4;T;LIMA;;;;
1224;HANS CHRISTIAN ANDERSEN;4;T;LIMA;;;;
1225;BAUTISTA;4;T;LIMA;;;;
1226;LA CATOLICA SIGLO XXI;4;T;LIMA;;;;
1227;SEÑOR DE LOS MILAGROS;4;T;CALLAO;;;;
1228;ALEXANDER FLEMING;4;T;AREQUIPA;;;;
1229;MARISCAL CACERES;4;T;PASCO;;;;
1230;EDITUM;4;T;JUNIN;;;;
1231;ALBERT EINSTEIN;4;T;ANCASH;;;;
1232;NUESTRA SEÑORA DE LA MERCED;4;T;AREQUIPA;;;;
1233;SANTA ELIZABETH;4;T;HUANUCO;;;;
1234;JUAN JACOBO ROUSSEAU;4;T;LIMA;;;;
1235;SAN ANTONIO;4;T;LIMA;;;;
1236;SAN VICENTE DE PAUL;4;T;LIMA;;;;
1237;DE LA CRUZ - ICA;4;T;ICA;;;;
1238;ANDRES AVELINO CACERES MORALES;4;T;SAN MARTIN;;;;
1239;SAN VICENTE DE PAUL;4;T;ICA;;;;
1240;LORD KELVIN;4;T;LA LIBERTAD;;;;
1241;SANTA TERESITA;4;T;ANCASH;;;;
1242;SIMON BOLIVAR;4;T;SAN MARTIN;;;;
1243;CIENCIA Y TECNOLOGIA;4;T;CAJAMARCA;;;;
1244;INTEGRADO BELLAVISTA;4;T;PASCO;;;;
1245;SEMINARIO DE SAN CARLOS Y SAN MARCELO;4;T;LA LIBERTAD;;;;
1246;MATER DEI;4;T;LIMA;;;;
1247;CORAZON DE JESUS;4;T;LIMA;;;;
1248;PABLO BHONER;4;T;LIMA;;;;
1249;SAN VICENTE DE LA BARQUERA;4;T;HUANUCO;;;;
1250;LOS PEREGRINOS;4;T;LIMA;;;;
1251;SANTO DOMINGO DE GUZMAN;4;T;LIMA;;;;
1252;HIDEYO NOGUCHI;4;T;LIMA;;;;
1253;SAN ALFONSO;4;T;LIMA;;;;
1256;KEITH SHELTON;4;T;LIMA;;;;
1257;HONORES DE BREÑA;4;T;LIMA;;;;
1258;BENJAMIN BARTON;4;T;LIMA;;;;
1259;JOHN F. KENNEDY;4;T;LIMA;;;;
1261;REGINA COELIS;4;T;LIMA;;;;
1262;MASTER INGENIEROS;4;T;LIMA;;;;
1263;CLARA COGORNO DE COGORNO;4;T;CALLAO;;;;
1264;CRISTOBAL DE LOSADA Y PUGA;4;T;UCAYALI;;;;
1265;MANUEL SCORZA II;4;T;LIMA;;;;
1266;JEAN JACQUES ROUSSEAU;4;T;LIMA;;;;
1267;SAN JUAN DE DIOS;4;T;CALLAO;;;;
1268;SAN AGUSTIN;4;T;JUNIN;;;;
1269;ADVENTISTA AMERICANO;4;T;PUNO;;;;
1271;JAVIER PRADO UGARTECHE;4;T;JUNIN;;;;
1272;MAX LUDWIG PLANCK;4;T;LA LIBERTAD;;;;
1273;JOSE EMILIO VELARDE VARGAS (FAP);4;T;PIURA;;;;
1274;RENAN ELIAS OLIVERA FAP;4;T;LAMBAYEQUE;;;;
1275;SANTA RITA DEL CARMEN;4;T;LIMA;;;;
1276;RITA CASTRO RAMOS;4;T;LIMA;;;;
1277;LUCERITO ALFREDO DEZA;4;T;LIMA;;;;
1278;SAN MARTIN DE PORRES;4;T;LIMA;;;;
1279;NUESTRA SEÑORA DEL CONSUELO;4;T;LIMA;;;;
1282;SANTANDER;4;T;LIMA;;;;
1283;DAVID AUSUBEL;4;T;LIMA;;;;
1284;AGNUS DEI;4;T;LIMA;;;;
1285;VIRGEN MARIA;4;T;LIMA;;;;
1286;JOSE PARDO Y BARREDA;4;T;ICA;;;;
1287;JESUS SALVADOR;4;T;LIMA;;;;
1288;LITTLE ANGELS XXI;4;T;MOQUEGUA;;;;
1289;LOS ROSALES DE SANTA ROSA;4;T;LIMA;;;;
1290;PAMER;4;T;LIMA;;;;
1291;PUKLLASUNCHIS;4;T;CUSCO;;;;
1292;SAN FRANCISCO DE LIMA;4;T;LIMA;;;;
1293;SAN PEDRO;4;T;LA LIBERTAD;;;;
1295;CORAZON INMACULADO;4;T;LIMA;;;;
1296;ESTUDIO Y ENSEÑANZA SANTA ROSA;4;T;LIMA;;;;
1297;INCA GARCILASO DE LA VEGA;4;T;LIMA;;;;
1298;GARCILASO;4;T;LIMA;;;;
1299;SAN FERNANDO;4;T;LIMA;;;;
1300;DIVINA MISERICORDIA;4;T;LIMA;;;;
1301;ROSA DE SANTA MARIA;4;T;LIMA;;;;
1302;DATA SYSTEM´S INGENIEROS;4;T;ICA;;;;
1303;JERUSALEN / PRIVADO JERUSALEN;4;T;CALLAO;;;;
1304;BERTOLT BRECHT BREZING;4;T;LIMA;;;;
1305;SAN VALENTIN;4;T;LIMA;;;;
1306;SAN BENITO DE PALERMO;4;T;LIMA;;;;
1307;FRANCISCO PENZOTTI;4;T;LIMA;;;;
1308;DIVINA MISERICORDIA;4;T;LIMA;;;;
1309;CLEMENTE ALTHAUS;4;T;LIMA;;;;
1310;WILLIAM LAMBERT BRITTAIN COLLEGE;4;T;LIMA;;;;
1311;SANTISIMA CRUZ;4;T;LIMA;;;;
1312;ALFA;4;T;CALLAO;;;;
1313;NUESTRA SEÑORA DEL CONSUELO;4;T;LIMA;;;;
1314;MERCEDARIOS;4;T;LIMA;;;;
1315;PROLOG - JOSE CARLOS MARIATEGUI;4;T;LIMA;;;;
1316;GERTRUDE HANKS DE VILLA;4;T;LIMA;;;;
1317;DIVINO MAESTRO;4;T;LIMA;;;;
1318;PERUANO AMERICANO;4;T;LIMA;;;;
1319;PAMER;4;T;LIMA;;;;
1320;JACQUES COUSTEAU;4;T;LIMA;;;;
1321;JOHANNES GUTENBERG;4;T;LIMA;;;;
1322;EL APOSENTO ALTO;4;T;LIMA;;;;
1323;SAN AGUSTIN DE ANTARES;4;T;LIMA;;;;
1324;SAN FRANCISCO DE ASIS;4;T;LIMA;;;;
1325;BRYCE;4;T;JUNIN;;;;
1326;DEWEY W. HAWKING;4;T;ANCASH;;;;
1327;JOSE CARLOS MARIATEGUI;4;T;ICA;;;;
1328;HOGAR INFANTIL;4;T;LIMA;;;;
1329;SANTA MARIA REYNA;4;T;ICA;;;;
1330;TRILCE;4;T;APURIMAC;;;;
1331;PERUANO SUIZO DE LOS ANDES;4;T;CUSCO;;;;
1332;TRILCE;4;T;LIMA;;;;
1333;LEONARD EULER;4;T;LIMA;;;;
1334;VIRGEN DE LAS MERCEDES;4;T;LIMA;;;;
1335;EL NIÑO JESUS DEL RIMAC;4;T;LIMA;;;;
1336;ADVENTISTA ESPAÑA;4;T;LIMA;;;;
1337;LA PONTIFICIA;4;T;LIMA;;;;
1338;NUESTRA SEÑORA DE FATIMA;4;T;LIMA;;;;
1339;ALFREDO REBAZA ACOSTA;4;T;CALLAO;;;;
1340;NUESTRO MARAVILLOSO MUNDO;4;T;LIMA;;;;
1341;DOMINGO ELIAS;4;T;ICA;;;;
1342;ESCLAVAS DEL SAGRADO CORAZON DE JESUS;4;T;AREQUIPA;;;;
1343;SAGRADO CORAZON MICHEL;4;T;LIMA;;;;
1344;VIRGEN DEL PERPETUO SOCORRO;4;T;TUMBES;;;;
1345;SPRINGFIELD COLLEGE;4;T;HUANUCO;;;;
1346;HUMANISMO Y TECNOLOGIA (HUMTEC);4;T;LIMA;;;;
1347;NUESTRA SEÑORA DE LA LUZ;4;T;LIMA;;;;
1348;NUESTRA SEÑORA DE LA LUZ;4;T;LIMA;;;;
1349;TRILCE;4;T;LIMA;;;;
1350;MARIA Y JOSE;4;T;LIMA;;;;
1351;LEONIDAS YEROVI;4;T;LIMA;;;;
1352;VIRGEN DE LAS MERCEDES;4;T;LIMA;;;;
1353;MANUEL CANDAMO IRIARTE;4;T;LIMA;;;;
1354;ALFONSO UGARTE;4;T;LIMA;;;;
1355;NUESTRA SEÑORA DE GUADALUPE;4;T;LIMA;;;;
1356;SACO OLIVEROS;4;T;LIMA;;;;
1357;SAN VICENTE DE PAUL;4;T;CALLAO;;;;
1358;ANTIOQUIA;4;T;PASCO;;;;
1359;HOSANNA;4;T;UCAYALI;;;;
1360;LA SORBONA;4;T;LIMA;;;;
1361;TRILCE;4;T;LIMA;;;;
1362;SAINT JOSEPH;4;T;LIMA;;;;
1363;SAN BENITO DE PALERMO;4;T;LIMA;;;;
1364;PAUL RIVET;4;T;LIMA;;;;
1365;REPUBLICA DE HOLANDA;4;T;LIMA;;;;
1366;TRILCE;4;T;LIMA;;;;
1367;AVHALDIM;4;T;CALLAO;;;;
1368;JUAN PABLO II;4;T;PIURA;;;;
1369;GUSTAVO MOHME LLONA;4;T;LIMA;;;;
1370;SALVADOR DEL SOLAR;4;T;LIMA;;;;
1371;MILAGROSA NUESTRA SEÑORA DEL CARMEN;4;T;LIMA;;;;
1372;SANTA CUARESMA;4;T;LIMA;;;;
1373;JESUS EL BUEN PASTOR;4;T;LIMA;;;;
1375;ALFREDO MALDONADO;4;T;LIMA;;;;
1377;AVANZAD;4;T;LIMA;;;;
1378;BACHILLERATO ALAS PERUANAS;4;T;LIMA;;;;
1379;BENJAMIN FRANKLIN;4;T;LIMA;;;;
1380;CARLOS WIESE;4;T;LIMA;;;;
1381;CESAR VALLEJO;4;T;LIMA;;;;
1382;INMACULADA CONCEPCION;4;T;LIMA;;;;
1384;JESUS EL MAESTRO;4;T;LIMA;;;;
1385;LA PONTIFICIA;4;T;PIURA;;;;
1386;LOS ANDES;4;T;LIMA;;;;
1387;LUISIÑO;4;T;JUNIN;;;;
1388;MADRE DEL AMOR HERMOSO;4;T;LIMA;;;;
1389;MAGISTER DEI;4;T;LIMA;;;;
1390;MAGISTER LAGRANGE;4;T;AREQUIPA;;;;
1391;MARCELINO CHAMPAGNAT;4;T;LA LIBERTAD;;;;
1393;MARY CHILDREN;4;T;LIMA;;;;
1394;MIGUEL ANGEL BOUNARROTI;4;T;LIMA;;;;
1395;NUESTRA SEÑORA DE GUADALUPE;4;T;LIMA;;;;
1396;NUESTRA SEÑORA DE GUADALUPE;4;T;JUNIN;;;;
1397;PAMER;4;T;LIMA;;;;
1398;ROBERT GAGNE;4;T;MOQUEGUA;;;;
1399;ROSA VICTORIA MATICORENA;4;T;LIMA;;;;
1400;SACO OLIVEROS;4;T;LIMA;;;;
1401;SAN AGUSTIN;4;T;LIMA;;;;
1402;SAN AGUSTIN;4;T;LIMA;;;;
1403;COLEGIO SAN ANDRES;4;T;LIMA;;;;
1404;SAN ANTONIO ABAD;4;T;LIMA;;;;
1405;SAN CLEMENTE;4;T;LIMA;;;;
1407;SAN FRANCISCO;4;T;LIMA;;;;
1408;SAN GABRIEL;4;T;LIMA;;;;
1409;SAN IGNACIO DEL RETABLO;4;T;LIMA;;;;
1410;SAN ROQUE;4;T;LIMA;;;;
1411;SAN SILVESTRE;4;T;LIMA;;;;
1412;SANTA ROSA;4;T;APURIMAC;;;;
1413;SIMON BOLIVAR;4;T;LIMA;;;;
1414;STEPHEN HAWKING;4;T;LIMA;;;;
1415;TRILCE;4;T;LIMA;;;;
1416;TRILCE;4;T;LIMA;;;;
1417;TRILCE;4;T;LIMA;;;;
1418;TRILCE;4;T;LIMA;;;;
1419;TRILCE;4;T;LIMA;;;;
1420;UNIVERSO;4;T;LIMA;;;;
1421;VIRGEN DEL ROSARIO;4;T;CALLAO;;;;
1422;WALDEN SCHOOL;4;T;LIMA;;;;
1423;SAN MIGUEL ARCANGEL;4;T;LIMA;;;;
1424;BELEN;4;T;LIMA;;;;
1425;SAN SEBASTIAN;4;T;LIMA;;;;
1426;EDUARDO PALACI;4;T;LIMA;;;;
1427;PILLKO MARKA;4;T;HUANUCO;;;;
1428;SAN JUAN BAUTISTA;4;T;JUNIN;;;;
1429;MARIA INMACULADA;4;T;LIMA;;;;
1430;SANTA MONICA;4;T;LIMA;;;;
1431;SAN ANTONIO DE PADUA;4;T;LIMA;;;;
1432;SANTO TOMAS DE AQUINO DE LOS JARDINES;4;T;LIMA;;;;
1433;DOMINGO F. SARMIENTO;4;T;LIMA;;;;
1434;DOMINGO ELIAS;4;T;LIMA;;;;
1435;SAN IGNACIO DEL PINAR;4;T;LIMA;;;;
1436;SAN ANTONIO DE PADUA PRESBITERO;4;T;LIMA;;;;
1437;CARMELITAS NEW SCHOOL;4;T;LIMA;;;;
1438;SANTISIMA VIRGEN DEL CARMEN;4;T;LIMA;;;;
1439;MARTIR DE LA CIENCIA MEDICA DANIEL A. CARRION GARCIA;4;T;LIMA;;;;
1440;CASUARINAS NEW SCHOOL (PRONOE);1;Q;LIMA;;;;
1441;JUAN LANDAZURI RICKETT´S;4;T;CUSCO;;;;
1442;SAN VICENTE DE PAUL;4;T;JUNIN;;;;
1443;MIGUEL CORTES;4;T;PIURA;;;;
1444;CHRISTIAAN BARNARD;4;T;JUNIN;;;;
1445;ISAAC NEWTON;4;T;LIMA;;;;
1446;NUESTRA SEÑORA DE GUIA;4;T;LIMA;;;;
1447;JOSE DE ARIMATEA;4;T;LIMA;;;;
1448;SAN MIGUEL ARCANGEL;4;T;CALLAO;;;;
1449;SAN IGNACIO DEL PARRAL;4;T;LIMA;;;;
1450;JOHANNES KARL FRIEDRICH GAUSS;4;T;LIMA;;;;
1451;HENRI MENARD;4;T;LIMA;;;;
1452;SAN IGNACIO DE INGENIERIA;4;T;LIMA;;;;
1453;DOSCIENTAS MILLAS PERUANAS;4;T;LIMA;;;;
1454;ALFA;4;T;LIMA;;;;
1455;MADRE TERESA DE CALCUTA;4;T;CALLAO;;;;
1456;SAN MARTIN DE PORRES;4;T;LIMA;;;;
1457;PAMER;4;T;LIMA;;;;
1458;PAMER - JESUS MARIA;4;T;LIMA;;;;
1459;JORDAN DE JESUS;4;T;CALLAO;;;;
1460;JOSE MARIA ARGUEDAS;4;T;LIMA;;;;
1461;EL BUEN PASTOR DE ÑAÑA;4;T;LIMA;;;;
1462;SANTISIMA VIRGEN DE CHAPI;4;T;CALLAO;;;;
1463;JOSE ANTONIO ENCINAS;4;T;LIMA;;;;
1464;BLAS PASCAL;4;T;LIMA;;;;
1465;MARIA ELISA;4;T;LIMA;;;;
1466;PACO YUNQUE;4;T;LIMA;;;;
1467;LA INMACULADA;4;T;LIMA;;;;
1468;CHI KUNG;4;T;CAJAMARCA;;;;
1469;SAN FRANCISCO DE SALES;4;T;HUANUCO;;;;
1470;ALBERT EINSTEIN DE CAYRAN;4;T;LIMA;;;;
1471;SANTA ISABEL;4;T;LIMA;;;;
1472;FRANCISCO PEREZ DE CUELLAR;4;T;LIMA;;;;
1473;SACO OLIVEROS;4;T;JUNIN;;;;
1474;SAN JOSE;4;T;CUSCO;;;;
1475;PEDRO RUIZ GALLO;4;T;LAMBAYEQUE;;;;
1476;VIRGEN DE LORETO;4;T;LORETO;;;;
1477;SAN PATRICIO;4;T;LIMA;;;;
1478;SAN NICOLAS;4;T;LIMA;;;;
1479;SAN ANTONIO DE PADUA;4;T;SAN MARTIN;;;;
1480;LOS HIJOS DE MARIA;4;T;LIMA;;;;
1481;EL TRIUNFO;4;T;LIMA;;;;
1482;CLARETIANO;4;T;AREQUIPA;;;;
1484;ADVIENTO DE MIRAFLORES;4;T;LIMA;;;;
1485;BARBARA D ACHILLE SCHOOL;4;T;LIMA;;;;
1486;EL CARMELO;4;T;LIMA;;;;
1487;EL NUEVO MARIANNE FROSTIG;4;T;LIMA;;;;
